serial,property,apartment,fwVer,fwVerTi,gain,up_ppk,dn_ppk,qual,tnormStddev
70269111,Eastwood Hills MHC,EH22,362,209,30,398,431,66,
75372514,Estancia MHP,35,15147,256,35,398,426,66,
70263502,Whispering Pines Mobile Estates,306,362,209,23,398,432,66,
75367894,Big Country Mobile Home & RV Park,3501-B,16130,296,30,398,391,100,91
65823711,Oaklawn Park HOA,2622EOC,15090,254,22,397,413,66,
77058107,Kachina,14,17037,344,50,397,421,100,370
70261381,High Street,120,15147,256,23,397,428,66,
70265200,Alta Vista MHC,7,16131,296,30,397,320,100,57
70260425,Maple Run MHP,134,362,209,26,397,414,66,
70271075,Maple Run MHP,78,362,209,23,397,409,66,
70264567,Maple Run MHP,103,16022,260,32,397,408,66,
70265093,Estancia MHP,41,15147,256,35,397,408,66,
72388067,Stafford MHC,518,363,219,32,397,456,66,
72390824,Stafford MHC,213,363,219,28,397,422,66,
70268691,East Barre MHP,2,16022,260,32,397,395,66,
72391921,Flower Mound,29,362,209,39,397,433,66,
72717509,Eastwood Hills MHC,EH25,362,209,34,397,422,66,
72718002,Maple Run MHC,7,362,209,18,397,418,66,
72719802,Kay Bee Mobile Villa MHP,22,16131,296,40,397,405,100,483
75369114,Parkwood,3400DONNA,16022,260,17,397,385,66,
65828488,PW2,3406DONNA,16022,260,26,396,374,66,
75360576,Country Edge MHC,517-1,362,209,19,396,427,66,
65825864,Westview Mobile Estates MHC,11,362,209,20,396,399,66,
75362929,The Oaks MHC,39,16131,296,35,396,400,100,99
70271505,Flower Mound MHC,31,362,209,40,396,426,66,
72718655,Parker MHC,10,362,209,23,396,442,66,
72715826,Eastwood Hills MHC,EH86,362,209,31,396,449,66,
75373926,Estancia MHP,146,15147,256,32,396,386,66,
75371540,Oaklawn Park HOA,3504SOC,15090,254,22,396,415,66,
72391491,Whispering Pines Mobile Estates,406,362,209,24,396,428,66,
72724109,Estancia MHP,72,15147,256,17,396,418,66,
72379587,La Comunidad MHC,14A,362,209,35,396,426,66,
68612520,Oaklawn Park HOA,2616EOC,15090,254,23,395,407,66,
77028639,Freedom MHP,25,363,219,41,395,395,66,
70272933,Mountaineer Village MHC,7,15085,254,18,395,405,66,
72387515,Flower Mound,30,362,209,32,395,398,66,
72391723,Sunnyvale MHP,103,362,209,25,395,421,66,
72722764,Eastwood Hills MHC,TR314,362,209,28,395,422,66,
70272230,Paradise Village Cooperative MHC,9,15154,260,32,395,398,66,
70264609,Maple Run MHP,5,362,209,17,395,431,66,
75368033,Stafford MHC,573,363,219,19,395,266,66,
72381195,Lakeroad Village RV Park,49,362,209,33,394,404,66,
65824636,Eastwood Hills MHC,EH101,362,209,33,394,406,66,
72385949,Pace East,43,16131,296,35,394,397,100,246
72720180,Azulejo,402,16022,260,26,394,392,66,
70260151,Maple Run MHP,89,362,209,22,394,432,66,
77059550,Aurora MHC,15,16022,260,26,394,387,66,
70263155,Green Acres MHC,14,16022,260,25,394,396,66,
72724356,Stafford MHC,202,363,219,41,394,387,66,
77057455,Eastwood Hills MHC,EH75,362,209,21,394,410,66,
72381831,Whispering Pines Mobile Estates,139,362,209,17,394,422,66,
65826896,Green Acres MHC,6,362,209,17,393,428,66,
77054981,PW2,3355DONNA,16022,260,24,393,399,66,
70260326,Oaklawn Park HOA,2630EOD,15090,254,29,393,391,66,
70273204,Stafford MHC,516,363,219,30,393,426,66,
72379306,Westview Mobile Estates MHC,1,362,209,17,393,428,66,
70269194,Mountaineer Village MHC,31,15085,254,18,393,456,66,
72720065,Eastwood Hills MHC,TR321,362,209,30,393,425,66,
65823422,Maple Run MHC,133,362,209,17,393,416,66,
65825252,Sara Drive MHP,1021,362,209,30,392,409,66,
72716741,Azulejo,1203,362,209,28,392,388,66,
77028456,Coleman Village MHC,147,15154,260,30,392,380,66,
75362416,Southern Cross MHC,9,362,209,22,392,417,66,
72723382,Coleman Village MHC,128,15154,260,30,392,400,66,
77060459,Canada,F2TC,362,209,29,392,431,66,
72382383,Azulejo,1401,362,209,17,392,456,66,
72387051,Green Acres MHC,19,362,209,33,392,428,66,
72721626,Eastwood Hills MHC,TR322,362,209,33,392,428,66,
72721014,Oaklawn Park HOA,3442SOC,15090,254,24,392,419,66,
72718663,Eastwood Hills MHC,EH82,362,209,29,392,427,66,
75368322,Fair Meadows MHC,267,16022,260,32,392,418,66,
65830401,Oaklawn Park HOA,2623EOC,15090,254,18,391,385,66,
65829908,Westview Mobile Estates MHC,21,362,209,24,391,387,66,
77054866,Downtown Metro,102,362,209,33,391,412,66,
77029090,Parkway MHC,26,16022,260,32,391,393,66,
75363786,Paradise Village Cooperative MHC,22,15154,260,25,391,384,66,
70260193,Parkway MHC,1,16022,260,25,391,414,66,
70266893,Coleman Village,116,15154,260,22,391,382,66,
72390147,Stafford MHC,259,17037,344,50,391,391,100,350
70263585,Whispering Pines Mobile Estates,121,362,209,32,391,427,66,
72721220,Eastwood Hills MHC,EH47,362,209,33,391,413,66,
75373769,Oaklawn Park HOA,3344SOC,15090,254,25,391,402,66,
65826250,Carolina Springs MHP,CSP116-395-BAINBRIDGECT,362,209,23,390,409,66,
68588183,Browns MHP,16,15154,260,41,390,408,66,
77055673,Aurora MHC,134,17037,344,44,390,402,100,180
77060194,Estancia MHP,61,15147,256,23,390,390,66,
70260219,Maple Run MHP,125,362,209,20,390,430,66,
75371532,Cactus Flower,4-BACK-UP HWA,16185,314,55,390,411,100,546
72380726,Lafountaine MHC,115BS,16131,296,30,390,387,100,51
72716329,Eastwood Hills MHC,EH52,362,209,31,390,404,66,
72722525,Maple Run MHC,74,362,209,21,390,410,66,
75361061,J&L MHP,1439,15154,260,30,390,413,66,
70259021,Paradise Village Cooperative MHC,12,15154,260,27,390,381,66,
72722400,Wildwood Village MHC,25,362,209,32,390,409,66,
75374692,Estancia MHP,142,15147,256,17,390,412,66,
75369312,Parkwood,5190JUSTIN,16022,260,17,390,397,66,
75362051,Oakwood MHP,72 ,16022,260,33,390,389,66,
65826789,PW2,5210JOHN,16022,260,23,389,396,66,
77058701,Canada,LVB17,362,209,26,389,434,66,
75374866,Southern Cross MHC,5,16185,314,35,389,383,100,198
72389073,Stafford MHC,109,363,219,32,389,440,66,
77059352,Aurora MHC,140,16022,260,18,389,402,66,
70272578,Carolina Springs MHP,CSP11-1780-GIBSONST,362,209,18,389,420,66,
65829452,Aurora MHC,233,16022,260,21,389,384,66,
75360683,Brighton Court MHP,18,15090,254,30,389,408,66,
72389107,Stafford MHC,134,363,219,26,389,414,66,
72714340,Eastwood Hills MHC,TR326,362,209,23,389,418,66,
75360535,Oak Tree MHP,13,16130,296,20,389,477,100,208
75374635,Mill Creek Estates,318L,363,219,23,389,402,66,
72723556,Estancia MHP,67,15147,256,37,389,361,66,
65825625,Aurora MHC,61,16022,260,23,388,384,66,
77059436,Aurora MHC,211,16022,260,22,388,389,66,
77057547,PW2,5197JASON,16022,260,26,388,408,66,
77036921,Canada,LVB18,16022,260,23,388,368,66,
70272081,Maple Run MHP,46,362,209,23,388,412,66,
70268600,PW2,3127CINDY,16022,260,35,388,383,66,
72379009,Flower Mound MHC,10,362,209,18,388,438,66,
72718267,Maple Run MHC,17,362,209,23,388,421,66,
77055061,Maple Run MHC,27,362,209,18,388,411,66,
72724265,Estancia MHP,70,15147,256,35,388,408,66,
75362739,Parkwood,3248MARY,16022,260,22,388,395,66,
75366763,Oakwood MHP,32,16022,260,21,388,394,66,
65831334,PW2,5209JOHN,16022,260,32,387,392,66,
65828512,Oaklawn Park HOA,3402SOC,15090,254,18,387,419,66,
65830229,Lakeview MHC,17,362,209,24,387,397,66,
72384157,Lakeroad Village RV Park,27,16193,320,40,387,386,100,105
77055921,Canada,C5TC,362,209,21,387,431,66,
65827696,Sky Run,20,16131,296,50,387,379,0,65535
72721782,Azulejo,1201,362,209,18,387,430,66,
72389586,Stafford MHC,534,363,219,23,387,422,66,
70273113,Whispering Pines Mobile Estates,539,362,209,27,387,408,66,
70259245,Carolina Springs MHP,CSP159-1884-BLAKEST,362,209,22,387,414,66,
75363794,Southern Cross MHC,15,362,209,33,387,408,66,
72723168,Kay Bee Mobile Villa MHP,94,16165,302,50,387,382,100,287
72724448,Ridge Crest MHC,2,362,209,23,387,437,66,
72387226,Parkway MHC,25,16022,260,32,386,375,66,
77054015,Arizona Manor,5,17037,344,44,386,351,100,314
70270663,Maple Run MHP,79,362,209,22,386,428,66,
72389776,Stafford MHC,175,16022,260,35,386,394,66,
72390642,Stafford MHC,318,363,219,30,386,436,66,
70266281,Roper Center Commercial Bldg,41,15090,254,32,386,429,66,
72391871,Carolina Springs MHP,CSP87-1716-GILMOREST,362,209,23,386,427,66,
72387408,Flower Mound,7,362,209,33,386,410,66,
75370179,Oaklawn Park HOA,3446SOC,15090,254,26,386,409,66,
65823331,Fair Meadows MHC,105,16022,260,28,385,368,66,
77052183,Kachina,15,16131,296,40,385,389,100,190
70263148,Aurora MHC,256,16022,260,32,385,357,66,
79458038,Kay Lou MHC,703-R,16131,296,25,385,361,100,127
72386707,Lantana Trail,3620-1,15154,260,18,385,385,66,
70262173,Mountaineer Village MHC,15,15085,254,18,385,423,66,
72721451,Paradise Village Cooperative MHC,40,15154,260,30,385,389,66,
65823752,Oaklawn Park HOA,3471SOC,15090,254,23,384,402,66,
72392945,Stafford MHC,242,363,219,28,384,414,66,
72721097,Oak Grove MHC,E,362,209,23,384,419,66,
77054130,Alta Vista MHC,9,363,219,22,384,401,66,
75366201,Southern Cross MHC,2,362,209,21,384,398,66,
79466023,Lake Charles Duplexes,842A,16022,260,41,384,383,66,
72724315,Eastwood Hills MHC,EH63,362,209,37,384,406,66,
72723473,Oaklawn Park HOA,3368SOC,15090,254,18,384,458,66,
72719398,Estancia MHP,59,15147,256,26,384,381,66,
72718887,103 West Broadway,113-4,362,209,23,383,405,66,
70261555,High Street,7,15147,256,27,383,420,66,
77056960,Parkway MHC,47,16022,260,30,383,399,66,
72392549,Aurora MHC,115,16022,260,25,383,374,66,
72392499,Stafford MHC,151,363,219,33,383,419,66,
72392606,Stafford MHC,505,363,219,35,383,409,66,
70272867,Carolina Springs MHP,CSP117-399-BAINBRIDGECT,362,209,17,383,363,66,
70262611,Carolina Springs MHP,CSP155-119-LOUCADACT,362,209,20,383,417,66,
70273543,Carolina Springs MHP,CSP145-1834-BLAKEST,362,209,17,383,402,66,
75362119,Highlands MHC,12,362,209,35,383,388,66,
75373983,Roosevelt MHC,46,16185,314,30,383,381,100,72
65831276,PW2,5203JASON,16022,260,27,382,383,66,
77061614,Aurora MHC,263,16022,260,25,382,361,66,
77059295,Kingsbrook MHC,721EL,16022,260,35,382,382,66,
72387770,La Comunidad MHC,72B,362,209,36,382,403,66,
72387853,Brighton Court MHP,8,15090,254,32,382,374,66,
75374130,Hydetown Mobile Estates,9,15091,255,18,382,401,66,
75374189,Estancia MHP,31,15147,256,18,382,426,66,
72719638,Parker MHC,13,362,209,30,382,396,66,
77057588,Sky Run,25,16131,296,20,381,378,100,30
65824404,Aurora MHC,225,16022,260,22,381,400,66,
72723028,Azulejo,1403,362,209,22,381,439,66,
77055913,Canada,LVC11,362,209,24,381,415,66,
70268402,Maple Run MHP,123,362,209,28,381,398,66,
70264500,Maple Run MHP,24,362,209,30,381,473,66,
72386608,Aurora MHC,222,16022,260,20,381,396,66,
72381260,Mountaineer Village MHC,16,15085,254,23,381,406,66,
70265796,Ontario Place MHC,2,16022,260,20,381,353,66,
65823406,PW2,3121CINDY,16022,260,23,380,358,66,
65826417,Lafountaine MHC,105CC,16131,296,20,380,366,100,32
65824933,Parkway MHC,58,16022,260,26,380,388,66,
70268501,Piney Park,13,16185,314,45,380,398,100,296
70271430,Aurora MHC,127,16022,260,29,380,374,66,
77061309,Canada,LVJ10,362,209,23,380,416,66,
72388091,Stafford MHC,262,363,219,30,380,422,66,
72385998,Stafford MHC,553,363,219,32,380,425,66,
72382706,Stafford MHC,532,363,219,32,380,461,66,
72382003,Carolina Springs MHP,CSP97-1729-GILMOREST,362,209,21,380,426,66,
72384710,Carolina Springs MHP,CSP50-1773-GIBSONST,362,209,21,380,420,66,
72720826,Eastwood Hills MHC,EH20,362,209,31,380,424,66,
75362101,Oaklawn Park HOA,3509SOC,15090,254,17,380,347,66,
68584349,Sara Drive MHP,1012,362,209,27,379,421,66,
75372860,Brighton Court MHP,2,15090,254,33,379,416,66,
70266208,Brighton Court MHP,20,15090,254,32,379,414,66,
72719364,Estancia MHP,55,15147,256,30,379,382,66,
70272008,Estancia MHP,91,15147,256,29,378,441,66,
72715164,Roper Center Commercial Bldg,21,15090,254,38,378,388,66,
75372589,Hydetown Mobile Estates,41,15091,255,31,378,406,66,
75373140,Eastwood Hills MHC,EH214,362,209,32,378,392,66,
70259971,Parkway MHC,56,16022,260,30,377,380,66,
77057323,Sara Drive MHP,1022,362,209,0,377,393,66,
72388372,Stafford MHC,277,16022,260,38,377,360,66,
70262249,Carolina Springs MHP,CSP156-115-LOUCADACT,362,209,22,377,388,66,
70272552,Carolina Springs MHP,CSP21-1744-GIBSONST,362,209,18,377,405,66,
70258791,Flower Mound MHC,11,362,209,26,377,410,66,
72718283,Eastwood Hills MHC,EH2,362,209,30,377,402,66,
72713904,Eastwood Hills MHC,EH89,362,209,22,377,397,66,
70267370,Coleman Village,167,15154,260,18,376,381,66,
75373843,Southern Cross MHC,22,362,209,35,376,380,66,
72384249,La Comunidad MHC,9,16185,314,20,376,377,100,154
72719158,Forest at Sherman MHC,54,362,209,24,376,429,66,
75364115,Fair Meadows MHC,6159,16022,260,17,376,390,66,
65823497,Oaklawn Park HOA,3440SOC,15090,254,23,375,401,66,
65827035,Sara Drive MHP,1005,362,209,34,375,364,66,
72716303,Maple Run MHC,31,362,209,20,375,399,66,
75374478,Oaklawn Park HOA,3443SOC,15090,254,24,375,371,66,
75360881,Oaklawn Park HOA,3467SOC,15090,254,18,375,402,66,
65830864,Parker MHC,39,16022,260,39,375,369,66,
72724141,Southern Cross MHC,1,362,209,32,374,390,66,
70271273,Aurora MHC,186,16022,260,21,374,378,66,
70265028,Maple Run MHP,76,16022,260,22,374,375,66,
70261217,Roosevelt MHC,I,16022,260,24,374,388,66,
70261092,Parkway MHC,62,16022,260,30,374,392,66,
72380098,Aurora MHC,89,16022,260,34,374,384,66,
70272990,Carolina Springs MHP,CSP131-1875-BLAKEST,362,209,20,374,389,66,
75360386,Oaklawn Park HOA,3313SOC,15090,254,28,374,400,66,
77053835,The Oaks MHC,6,16131,296,35,373,380,100,115
70270572,Coleman Village,172,15154,260,22,373,380,66,
70270382,Whispering Pines Mobile Estates,129,16185,314,25,373,370,100,368
75373066,Hydetown Mobile Estates,25,15091,255,17,373,382,66,
72717418,Estancia MHP,144,15147,256,20,373,382,66,
75367498,Oaklawn Park HOA,3477SOC,15090,254,19,373,363,66,
75369593,Broadway MHP DesMoines,17,17037,344,35,373,381,100,132
77041947,Lakeview MHC,6,362,209,22,372,385,66,
70267180,Maple Run MHP,86,362,209,26,372,391,66,
70267073,Coleman Village,163,15154,260,17,372,371,66,
70264112,Stafford MHC,246,363,219,28,372,412,66,
72381641,Westview Mobile Estates MHC,29,362,209,22,372,407,66,
75367720,Kay Lou MHC,2518-I,16131,296,45,372,366,100,185
72391202,Mountaineer Village MHC,18,15085,254,31,372,403,66,
70271760,Eastwood Hills MHC,EH83,362,209,33,372,388,66,
75362861,Mill Creek Estates,559V,363,219,17,372,388,66,
77056663,Canada,E23TC,362,209,24,371,420,66,
77053199,Canada,A5TC,362,209,21,371,421,66,
77060277,Kingsbrook MHC,3205W,16022,260,18,371,388,66,
77056564,Canada,D22TC,362,209,22,371,438,66,
72389362,Stafford MHC,519,363,219,32,371,392,66,
70264252,Whispering Pines Mobile Estates,917,362,209,30,371,381,66,
72718036,Highlands MHC,3,362,209,30,371,422,66,
75373207,Oaklawn Park HOA,3400SOC,15090,254,39,371,384,66,
75365161,Estancia MHP,96,15147,256,27,371,378,66,
65830278,Whispering Pines Mobile Estates,700,362,209,18,370,388,66,
77042051,176 N Highland Ave,FIRSTSOUTH,16022,260,22,370,365,66,
77057877,Fowler Apts MF,707,16022,260,27,370,372,66,
77058792,Taylor St Triplex,1,362,209,18,370,366,66,
72715289,Azulejo,802,362,209,27,370,407,66,
72385857,Stafford MHC,559,363,219,23,370,386,66,
72388414,Westview Mobile Estates MHC,219,362,209,18,370,383,66,
72387317,Carolina Springs MHP,CSP48-1765-GIBSONST,362,209,27,370,397,66,
75364693,Oaklawn Park HOA,2645EOD,15090,254,18,370,396,66,
72384017,Sunnyvale MHP,125,362,209,18,370,385,66,
72721550,Stafford MHC,342,363,219,35,370,413,66,101
72723218,Eastwood Hills MHC,EH4,362,209,37,370,390,66,
72716634,Kachina,1,362,209,31,370,390,66,
75370724,Estancia MHP,95,15147,256,18,370,383,66,
72385451,Flower Mound,18,362,209,27,370,409,66,
75374767,Estancia MHP,128,15147,256,26,370,401,66,
70262520,Lakeroad Village RV Park,46,362,209,39,369,362,66,
65826391,Parkway MHC,64,16022,260,24,369,381,66,
72717491,Needham MHP,15,362,209,39,369,396,66,
75364933,Lantana Trail,3612-8,15154,260,26,369,381,66,
70258833,Maple Run MHP,60,362,209,26,369,385,66,
70270036,Coleman Village,126,15154,260,18,369,366,66,
72387838,Stafford MHC,210,363,219,35,369,416,66,
72388778,Stafford MHC,122,363,219,23,369,422,66,
72380486,Carolina Springs MHP,CSP47-1761-GIBSONST,16022,260,17,369,352,66,
72715081,Eastwood Hills MHC,EH42,362,209,41,369,395,66,
72718796,Eastwood Hills MHC,EH90,16022,260,33,369,381,66,
75366490,Estancia MHP,99,15147,256,18,369,390,66,
75372209,Estancia MHP,8,15147,256,33,369,378,66,
77057166,Aurora MHC,178,16022,260,41,369,369,66,
70265218,Aurora MHC,139,16022,260,35,368,343,66,
70264617,PW2,5214JASON,16022,260,24,368,377,66,
70268766,Glenn Dorado,205,362,209,23,368,407,66,
65831094,Parkway MHC,52,16022,260,25,367,361,66,
70258452,Maple Run MHP,121,16022,260,39,367,372,66,
72385311,Stafford MHC,154,16185,314,35,367,353,100,109
72392184,Stafford MHC,378,16022,260,33,367,375,66,
70265820,Stafford MHC,555,363,219,41,367,408,66,
70269905,La Comunidad MHC,135,362,209,18,367,402,66,
72718804,Wildwood Estates MHC,32,362,209,20,367,392,66,
72719828,Riverview Apartments MF,30 start 9/1,17037,344,47,367,369,100,306
72379652,Oaklawn Park HOA,2631EOC,16022,260,27,367,382,66,
75363059,Oaklawn Park HOA,3325SOC,15090,254,29,367,400,66,
75370419,Oaklawn Park HOA,3501SOC,15090,254,23,367,394,66,
77056440,Aurora MHC,217,16022,260,20,367,365,66,
72381815,Whispering Pines Mobile Estates,308,362,209,22,367,429,66,
65826524,Parkway MHC,44,16022,260,26,366,370,66,
65830815,Parkway MHC,12,16022,260,27,366,348,66,
70264773,Forest at Sherman MHC,84,362,209,33,366,392,66,
75364552,Needham MHP,3,362,209,37,366,386,66,
72392374,Aurora MHC,220,16131,296,25,366,364,100,42
72388406,Westview Mobile Estates MHC,23,362,209,27,366,376,66,
77060475,Canada,E16TC,362,209,23,366,413,66,
72386632,Canada,F11TC,362,209,29,366,368,66,
75370849,Hydetown Mobile Estates,16,15091,255,18,366,394,66,
72381336,Whispering Pines Mobile Estates,228,362,209,17,366,392,66,
77058966,Steve Schneiter 5YR 5plex-CO,1581,16022,260,35,366,364,66,
65831607,PW2,5210JASON,16022,260,26,365,375,66,
72723101,Country Edge MHC,408-1,362,209,17,365,386,66,
77060251,Canada,LVB11,362,209,37,365,397,66,
75366037,Oaklawn Park HOA,3496SOC,15090,254,18,365,393,66,
68588175,Trans Canada,LVA7,362,209,33,365,385,66,
77060855,Sara Drive MHP,1029,362,209,30,364,368,66,
72389982,Parkway MHC,50,16022,260,28,364,379,66,
72720610,Oak Tree MHP,23,16131,296,25,364,404,100,47
72387887,Lakeroad Village RV Park,54,362,209,28,363,373,66,
77053256,Canada,B10TC,362,209,25,363,402,66,
72388752,Stafford MHC,561,16022,260,33,363,360,66,
72378639,Westview Mobile Estates MHC,24,362,209,23,363,382,66,
72386392,Pace East,56,16131,296,25,363,364,100,59
72385121,Whispering Pines Mobile Estates,315,362,209,17,363,381,66,
72722749,Oak Tree MHP,4,16131,296,20,363,400,100,60
65824446,Lakeview MHC,22,362,209,35,363,355,66,
79461701,Trans Canada,LVJ8,362,209,18,363,216,66,
65827662,Browns MHP,4,15154,260,39,362,378,66,
65829809,Browns MHP,25,15154,260,28,362,344,66,
65831698,Parkway MHC,9,16022,260,28,362,348,66,
65830344,Eastwood Hills MHC,EH72,362,209,29,362,388,66,
72379280,Flower Mound MHC,19,16185,314,40,362,373,100,304
72381575,Flower Mound MHC,4,362,209,18,362,384,66,
72717517,Eastwood Hills MHC,EH62,362,209,30,362,383,66,
75374098,Oaklawn Park HOA,3531SOC,15090,254,18,362,347,66,
79460729,Riley Lane,8,15154,260,32,361,357,66,
72381096,Mountaineer Village MHC,1,15085,254,23,361,373,66,
72714746,Roper Center Commercial Bldg,25,15090,254,18,361,399,66,
72722368,Hillview MHC,9,16131,296,30,361,317,100,86
72715941,Azulejo,901,362,209,23,361,432,66,
79461230,Heritage Apartments,C2,16131,296,30,361,361,100,92
72385402,Virginia Beach,246,17037,344,29,361,365,100,71
77053504,Parkway MHC,59,16022,260,17,360,356,66,
70272040,Maple Run MHP,117,362,209,18,360,397,66,
72384801,Westview Mobile Estates MHC,28,362,209,18,360,385,66,
75373132,Southern Cross MHC,23,362,209,35,360,371,66,
77055863,Canada,LVA17,362,209,33,360,387,66,
70270002,La Comunidad MHC,96,16185,314,40,360,353,100,246
72391137,Maple Run MHP,51,362,209,17,360,397,66,
79466536,Fair Meadows MHC,165,16022,260,28,360,367,66,
65830427,The Oaks MHC,8,16131,296,30,359,364,100,81
77055236,Maple Run MHC,3,362,209,23,359,396,66,
77029512,Aurora MHC,71,16022,260,17,359,369,66,
70272099,Coleman Village,148,15154,260,23,359,378,66,
75367092,High Street,14,16022,260,26,359,343,66,
75369585,Fair Meadows MHC,282,16022,260,29,359,350,66,
75363778,Country Edge MHC,521-7,362,209,18,358,396,66,
75362325,Country Edge MHC,412,362,209,23,358,380,66,
77054189,Singing Pines,41,362,209,41,358,386,66,
77052019,Taylor St Triplex,617 1/2,362,209,18,358,371,66,
70264872,Maple Run MHP,48,362,209,26,358,411,66,
77056275,Canada,LVJ7,362,209,20,358,398,66,
72389560,Westview Mobile Estates MHC,25,362,209,22,358,393,66,
72387879,Sunnyvale MHP,123,362,209,28,358,396,66,
75370401,Circle N Trailer Park,9,15085,254,30,358,365,66,
77058263,Sara Drive MHP,1001,362,209,30,357,369,66,
70260177,Alta Vista MHC,19,363,219,32,357,406,66,
72716097,Maple Run MHC,71,362,209,22,357,376,66,
77060095,Kingsbrook MHC,808MI,16022,260,30,356,351,66,
75372001,Southern Cross MHC,4,362,209,28,356,369,66,
70271307,Aurora MHC,117D,16022,260,39,356,344,66,
70262892,Stafford MHC,533,363,219,26,356,397,66,
75366151,Eastwood Hills MHC,EH28,362,209,31,356,376,66,
72383969,Green Acres MHC,12,362,209,25,356,386,66,
70268956,Whispering Pines Mobile Estates,217,16022,260,17,356,359,66,
75370047,Fair Meadows MHC,141,16022,260,32,356,353,66,
75364313,Oakwood MHP,23,16022,260,24,356,369,66,
65829510,Estancia MHP,11,16128,295,30,355,369,100,93
77053926,Fair Meadows MHC,250,16022,260,32,355,358,66,
70261654,Aurora MHC,166,16022,260,29,355,342,66,
77059824,Maple Run MHP,95,362,209,32,355,383,66,
72390410,Canada,LVC9,362,209,24,355,400,66,
72714662,Patrick 5YR,1,362,209,27,355,351,66,
72715578,Alta Vista MHC,58,363,219,27,355,416,66,
75363620,Kingsbrook MHC,783EL,16022,260,18,355,358,66,
75373199,Trans Canada,LVA4,362,209,28,355,394,66,
70260458,Lakeroad Village RV Park,51,362,209,24,354,384,66,
70271133,Sara Drive MHP,1008,362,209,29,354,365,66,
72388430,Westview Mobile Estates MHC,111,362,209,18,354,384,66,
72381062,Mountaineer Village MHC,12,15085,254,23,354,386,66,
70260961,Maple Run MHP,141,362,209,18,353,383,66,
70267321,Maple Run MHP,44,362,209,18,353,357,66,
72387937,Westview Mobile Estates MHC,236,362,209,38,353,374,66,
75366821,Hydetown Mobile Estates,22,15091,255,18,353,390,66,
72381104,Carolina Springs MHP,CSP92-1709-GILMOREST,362,209,17,353,372,66,
72384504,Flower Mound MHC,13,362,209,30,353,363,66,
72723507,Mill Creek Estates,536V,363,219,21,353,385,66,
77055459,Aurora MHC,203,16131,296,35,353,343,100,91
65824040,Estancia MHP,149,15147,256,19,353,357,66,
70266539,Lakeroad Village RV Park,25,362,209,27,352,363,66,
65829130,Sara Drive MHP,1010,362,209,17,352,378,66,
72718275,Oak Grove MHC,N,362,209,30,352,371,66,
70265473,Estancia MHP,3,15147,256,24,352,388,66,
70259328,Maple Run MHP,101,362,209,22,352,364,66,
70273337,Coleman Village,161,15154,260,23,352,343,66,
65830443,Parkway MHC,46,16022,260,26,352,352,66,
72379801,Stafford MHC,338,16022,260,30,352,353,66,
70272248,Mountaineer Village MHC,42,15085,254,23,352,364,66,
75375004,Parkwood,3366DONNA,16022,260,32,352,346,66,
75373736,Parkwood,5188JUSTIN,16022,260,22,352,359,66,
77059022,Paradise Village Cooperative MHC,35,15154,260,17,351,353,66,
70268642,Oaklawn Park HOA,2629EOC,15090,254,19,351,353,66,
72392663,Westview Mobile Estates MHC,104,362,209,25,351,360,66,
72378266,Westview Mobile Estates MHC,3,362,209,24,351,382,66,
70272818,Maple Run MHP,140,362,209,30,351,362,66,
75364032,Estancia MHP,76,15147,256,24,351,378,66,
72716667,Eastwood Hills MHC,EH92,362,209,33,351,366,66,
72724117,Estancia MHP,164,15147,256,18,351,356,66,
72391467,Whispering Pines Mobile Estates,119,362,209,18,351,369,66,
75361228,Estancia MHP,26,15147,256,35,351,383,66,
65826342,Estancia MHP,101,15147,256,37,350,359,66,
65823075,Estancia MHP,43,15147,256,26,350,365,66,
77028696,Canada,B21TC,362,209,25,350,384,66,
72714639,Azulejo,204,362,209,18,350,373,66,
70270507,Maple Run MHP,41,362,209,18,350,380,66,
77041335,Canada,LVB9,362,209,24,350,360,66,
72389339,Canada,E1TC,362,209,33,350,367,66,
72380601,La Comunidad MHC,37,362,209,22,350,513,66,
72717202,Estancia MHP,171,15147,256,23,350,352,66,
75370807,Kay Lou MHC,2610-I,16131,296,30,350,389,100,88
65831771,Oakwood MHP,20,16022,260,18,349,352,66,
65822119,TN4,1257 E Center,362,209,25,349,346,66,
72388158,Stafford MHC,503,363,219,25,349,369,66,
72384983,Pleasant Acres,46,16131,296,25,349,367,100,47
75372621,Oaklawn Park HOA,3480SOC,15090,254,37,349,362,66,
65825294,Eastwood Hills MHC,TR305,362,209,41,348,355,66,
72721147,Green Acres MHC,4,362,209,33,348,362,66,
77060061,Alta Vista MHC,56,363,219,23,348,390,66,
72717376,Needham MHP,22,362,209,35,348,372,66,
77059592,PW2,3130CHARI,16022,260,26,348,350,66,
70261605,Aurora MHC,11,16022,260,24,348,338,66,
70269053,Maple Run MHP,8,362,209,18,348,376,66,
72386467,Westview Mobile Estates MHC,203,362,209,21,348,376,66,
72383563,Stafford MHC,238,16022,260,41,348,370,66,
75374007,Oaklawn Park HOA,3527SOC,15090,254,23,348,346,66,
72391343,Ibiza Village2,6,17037,344,41,348,353,100,169
72723127,Eastwood Hills MHC,EH227B,16022,260,30,348,360,66,
77056689,Canada,LVC5,362,209,21,347,353,66,
72722673,Southern Cross MHC,3,362,209,21,347,381,66,
72386350,Stafford MHC,235,363,219,32,347,379,66,
77059683,Maple Run MHP,129,362,209,17,347,360,66,
