group,device,fwVer,sessions,hung_est,days_with_records_of_7,rsrp_med,meterVal_first,meterVal_last,usage_7d_gal
Kingsbrook MHC,Device 72714290,16131,7,0,7,-106.0,61020.516,61218.477,197.9609999999957
Kingsbrook MHC,Device 72714738,16128,7,0,7,-106.0,8845.507,9174.587,329.0799999999999
Kingsbrook MHC,Device 72718010,16022,7,0,7,-116.0,34516.535,35261.137,744.601999999999
Kingsbrook MHC,Device 72714613,16131,6,0,5,-118.0,6628.553,6833.669,205.11599999999999
Kingsbrook MHC,Device 72720115,16131,7,0,0,-116.0,1836.736,1908.362,71.62599999999998
Kingsbrook MHC,Device 72720875,16131,7,0,7,-103.0,8350.991,8595.835,244.84399999999914
Kingsbrook MHC,Device 72714753,16131,7,0,6,-114.0,15528.378,16147.119,618.741
Kingsbrook MHC,Device 72716279,16131,7,0,1,-107.0,3070.172,3071.974,1.8020000000001346
Kingsbrook MHC,Device 72716105,16131,7,0,0,-117.0,32055.68,32055.68,0.0
Kingsbrook MHC,Device 72714571,,0,0,,,,,
Kingsbrook MHC,Device 72720958,16131,7,0,7,-114.0,18203.553,18777.721,574.1680000000015
Kingsbrook MHC,Device 72718085,16185,6,0,5,-114.0,77181.594,77708.117,526.523000000001
Kingsbrook MHC,Device 72717632,16131,7,0,6,-109.0,17174.693,17417.063,242.36999999999898
Kingsbrook MHC,Device 72720057,16131,6,0,6,-118.0,16770.988,17407.703,636.7150000000001
Kingsbrook MHC,Device 72715685,16131,6,0,5,-112.0,17213.426,17747.701,534.2750000000015
Kingsbrook MHC,Device 72722467,16131,7,0,7,-103.0,4402.51,4583.088,180.57799999999952
Kingsbrook MHC,Kingsbrook 815HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 814HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 813HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 810HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 809HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 807HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 805HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 803HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 801HU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 799FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 798AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 797OA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 794AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 788AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 787AM,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 786AM,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 785OA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 785FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 783OA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 782AM,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 779AM,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 777SU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 777AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 775FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 774FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 773AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 770EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 766SU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 764FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 763AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 761SU,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 758EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 755FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 751FA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 747EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 747AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 746EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 745FA,,0,0,,,,,
Kingsbrook MHC,Kingbrook 744AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 741EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 723EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 718EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 715EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 712AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 705GR,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 700MI,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 686AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 682AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 678EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 678AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 676MI,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 670EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 660AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 643EL,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 640MI,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 636AS,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 616FE,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 613FE,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 609FE,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 605FE,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 603FE,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 506ED,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 505ED,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 504ED,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 408DO,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 404DO,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 3213W,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 3211W,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 311CA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 310CA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 309CA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 307CA,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 2808V,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 2804V,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 123AB,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 116AB,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 115AB,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 111AB,,0,0,,,,,
Kingsbrook MHC,Kingsbrook 110AB,,0,0,,,,,
Kingsbrook MHC,Device 72390873,16131,6,0,6,-108.0,3908.373,3968.254,59.88099999999986
Kingsbrook MHC,Device 72388984,,0,0,,,,,
Kingsbrook MHC,Device 72386897,16131,7,0,6,-103.0,9303.155,9422.159,119.003999999999
Kingsbrook MHC,Device 72392804,16131,7,0,7,-116.0,22466.846,23318.467,851.6209999999992
Kingsbrook MHC,Device 72386913,16185,10,0,6,-105.0,16848.863,17799.68,950.8169999999991
Kingsbrook MHC,Device 72390808,16131,7,0,2,-111.0,9748.061,9749.737,1.6759999999994761
Kingsbrook MHC,Device 72392218,16131,7,0,7,-112.0,11817.645,12062.658,245.012999999999
Kingsbrook MHC,Device 70262934,16131,7,0,7,-101.0,20903.025,21219.85,316.8249999999971
Kingsbrook MHC,Device 72385477,16185,7,0,0,-96.0,10151.153,10151.153,0.0
Kingsbrook MHC,Device 72380882,16131,7,0,6,-114.0,8195.865,8460.411,264.5460000000003
Kingsbrook MHC,Device 70261126,16131,7,0,7,-111.0,15579.504,16179.065,599.5609999999997
Kingsbrook MHC,Device 70264666,16131,7,0,7,-117.0,3147.874,3226.803,78.92900000000009
Kingsbrook MHC,Device 70270606,16022,7,0,0,-115.0,6546.294,6546.294,0.0
Kingsbrook MHC,Device 70270705,16131,6,0,1,-119.0,8873.988,8876.364,2.3760000000002037
Kingsbrook MHC,Device 70267198,,0,0,,,,,
Kingsbrook MHC,Device 70262058,16131,7,0,7,-124.0,9101.372,9352.819,251.44700000000012
Kingsbrook MHC,Device 70259484,16131,7,0,7,-118.0,9910.274,10326.509,416.2350000000006
Kingsbrook MHC,Device 70270366,16131,7,0,7,-116.0,3519.731,3662.159,142.42799999999988
Kingsbrook MHC,Device 70265044,16022,7,0,7,-119.0,16505.313,16704.482,199.1690000000017
Kingsbrook MHC,Device 70259633,16131,7,0,7,-121.0,37074.293,37746.785,672.4920000000056
Kingsbrook MHC,Device 70260011,17037,5,0,4,-122.0,26900.928,27203.514,302.58599999999933
Kingsbrook MHC,Device 70267388,,0,0,,,,,
Kingsbrook MHC,Device 70271034,16131,7,0,7,-113.0,46767.039,47627.828,860.7890000000043
Kingsbrook MHC,Device 70259435,16131,7,0,7,-115.0,44496.934,45582.398,1085.464
Kingsbrook MHC,Device 70264161,16131,7,0,7,-112.0,25148.932,25652.809,503.8770000000004
Kingsbrook MHC,Device 70260342,16131,63,0,0,-119.0,69316.211,70358.18,1041.9689999999973
Kingsbrook MHC,Device 70267719,16022,7,0,7,-111.0,28898.639,29407.549,508.90999999999985
Kingsbrook MHC,Device 70268030,16131,7,0,7,-113.0,261946.719,262601.531,654.8120000000054
Kingsbrook MHC,Device 77059980,16131,7,0,7,-120.0,34149.277,34698.395,549.1179999999949
Kingsbrook MHC,Device 70260375,16022,7,0,6,-122.0,37687.961,38046.969,359.00799999999435
Kingsbrook MHC,Device 70267479,16131,7,0,7,-116.0,33454.172,33754.277,300.1050000000032
Kingsbrook MHC,Device 70268204,16022,7,0,7,-119.0,17462.873,17531.762,68.88899999999921
Kingsbrook MHC,Device 70270945,16131,7,0,7,-114.0,64796.535,66004.898,1208.3629999999976
Kingsbrook MHC,Device 70265192,16131,7,0,7,-115.0,43373.074,43807.824,434.75
Kingsbrook MHC,Device 70265119,16131,7,0,0,-111.0,18695.248,18695.248,0.0
Kingsbrook MHC,Device 70260714,16131,7,0,7,-110.0,3947.318,4140.288,192.96999999999935
Kingsbrook MHC,Device 77056895,16131,7,0,7,-113.0,69365.039,69798.352,433.31299999999464
Kingsbrook MHC,Device 70258973,16131,7,0,7,-119.0,23641.49,23839.754,198.2639999999992
Kingsbrook MHC,Device 70263718,16131,7,0,2,-122.0,35759.137,37452.066,1692.9289999999964
Kingsbrook MHC,Device 70264278,,0,0,,,,,
Kingsbrook MHC,Device 77059170,16131,5,0,0,-124.0,14130.344,14247.122,116.77800000000025
Kingsbrook MHC,Device 70267339,16131,7,0,7,-112.0,47340.102,47602.238,262.1359999999986
Kingsbrook MHC,Device 70261647,16131,6,0,7,-120.0,11724.706,12075.162,350.45600000000013
Kingsbrook MHC,Device 70265143,16131,7,0,7,-108.0,34008.484,35328.793,1320.309000000001
Kingsbrook MHC,Device 70273410,16131,7,0,7,-123.0,52664.266,53181.492,517.2259999999951
Kingsbrook MHC,Device 70258726,16131,5,0,4,-125.0,56931.289,57354.813,423.5240000000049
Kingsbrook MHC,Device 70263866,16131,7,0,7,-117.0,68670.352,69967.898,1297.546000000002
Kingsbrook MHC,Device 77059295,16022,7,0,7,-117.0,14700.681,14734.268,33.586999999999534
Kingsbrook MHC,Device 70263379,16131,7,0,7,-121.0,13769.929,14469.313,699.384
Kingsbrook MHC,Device 77054023,,0,0,,,,,
Kingsbrook MHC,Device 77054254,16131,7,0,6,-113.0,17548.09,18136.791,588.7010000000009
Kingsbrook MHC,Device 77053330,16131,7,0,7,-109.0,31513.602,32116.51,602.9079999999994
Kingsbrook MHC,Device 77053520,16131,7,0,7,-119.0,43839.688,45397.16,1557.4720000000016
Kingsbrook MHC,Device 77058503,16131,8,0,7,-113.0,26957.979,27137.441,179.46199999999953
Kingsbrook MHC,Device 77056705,16131,7,0,4,-113.0,39331.426,39331.426,0.0
Kingsbrook MHC,Device 77058461,16131,7,0,7,-118.0,95062.688,95931.781,869.093000000008
Kingsbrook MHC,Device 77058438,16022,7,0,7,-113.0,55117.008,55487.137,370.1290000000008
Kingsbrook MHC,Device 77059881,16131,7,0,7,-114.0,40226.379,40683.5,457.1209999999992
Kingsbrook MHC,Device 77053249,16131,7,0,7,-115.0,32585.926,33064.285,478.359000000004
Kingsbrook MHC,Device 77056119,16131,7,0,7,-118.0,12931.562,13103.876,172.3140000000003
Kingsbrook MHC,Device 77060186,16131,7,0,7,-103.0,22801.361,23222.047,420.6859999999979
Kingsbrook MHC,Device 77041665,16131,7,0,0,-112.0,8318.0,8318.0,0.0
Kingsbrook MHC,Device 77053165,16131,7,0,7,-116.0,12070.237,12216.581,146.34400000000096
Kingsbrook MHC,Device 77054544,16131,7,0,7,-111.0,78989.445,80011.695,1022.25
Kingsbrook MHC,Device 77029082,16131,7,0,1,-110.0,15912.969,15914.845,1.8760000000002037
Kingsbrook MHC,Device 77054197,16131,7,0,7,-108.0,56423.207,57147.199,723.9919999999984
Kingsbrook MHC,Device 77056572,,0,0,,,,,
Kingsbrook MHC,Device 77036954,16131,7,0,7,-105.0,12499.782,12942.125,442.34300000000076
Kingsbrook MHC,Device 77061028,16131,7,0,7,-117.0,14490.401,14676.444,186.04299999999967
Kingsbrook MHC,Device 77060335,,0,0,,,,,
Kingsbrook MHC,Device 77029140,16131,7,0,7,-120.0,64328.273,64412.168,83.8949999999968
Kingsbrook MHC,Device 77056655,16131,7,0,7,-110.0,106555.531,108007.0,1451.4689999999973
Kingsbrook MHC,Device 77061333,16131,7,0,7,-111.0,66735.625,67719.516,983.8910000000033
Kingsbrook MHC,Device 77060210,16131,7,0,7,-109.0,47569.461,48611.379,1041.9179999999978
Kingsbrook MHC,Device 77055293,16131,7,0,7,-116.0,43890.328,44510.613,620.2849999999962
Kingsbrook MHC,Device 77055954,,0,0,,,,,
Kingsbrook MHC,Device 68618758,16131,7,0,7,-113.0,55055.945,55738.145,682.1999999999971
Kingsbrook MHC,Device 77060285,16131,7,0,0,-123.0,11013.476,11013.476,0.0
Kingsbrook MHC,Device 65827340,17037,7,0,7,-111.0,33993.309,34325.121,331.8119999999981
Kingsbrook MHC,Device 77055632,16131,7,0,7,-113.0,17403.258,17765.611,362.35299999999916
Kingsbrook MHC,Device 77055996,,0,0,,,,,
Kingsbrook MHC,Device 77054346,16022,7,0,7,-114.0,35802.508,36165.711,363.20300000000134
Kingsbrook MHC,Device 77057091,16131,7,0,7,-106.0,61022.77,62087.113,1064.3430000000008
Kingsbrook MHC,Device 77053983,16185,7,0,6,-108.0,37764.797,38257.551,492.7540000000008
Kingsbrook MHC,Device 77054098,,0,0,,,,,
Kingsbrook MHC,Device 77054296,16131,7,0,4,-115.0,43130.395,43648.047,517.6520000000019
Kingsbrook MHC,Device 77057695,16131,7,0,7,-118.0,45207.855,45965.84,757.9849999999933
Kingsbrook MHC,Device 65824008,16131,7,0,7,-120.0,18422.941,18729.318,306.3770000000004
Kingsbrook MHC,Device 65825229,,0,0,,,,,
Kingsbrook MHC,Device 77028803,16131,7,0,7,-116.0,50859.207,51207.188,347.98099999999977
Kingsbrook MHC,Device 65822051,16131,7,0,7,-110.0,21999.023,22322.256,323.2330000000002
Kingsbrook MHC,Device 77036632,16131,7,0,6,-111.0,20302.752,20539.623,236.87099999999919
Kingsbrook MHC,Device 77028852,16131,7,0,7,-108.0,22093.053,22341.703,248.65000000000146
Kingsbrook MHC,Device 77060277,16022,7,0,7,-122.0,37445.887,37793.469,347.5819999999949
Kingsbrook MHC,Device 77056218,16131,7,0,7,-109.0,25153.863,25861.447,707.5839999999989
Kingsbrook MHC,Device 77061341,16131,7,0,7,-111.0,70121.242,70657.969,536.726999999999
Kingsbrook MHC,Device 77028886,16131,7,0,7,-108.0,25949.529,26462.244,512.7150000000001
Kingsbrook MHC,Device 77055426,16131,7,0,7,-108.0,37073.48,37614.289,540.8089999999938
Kingsbrook MHC,Device 77061887,16131,7,0,7,-121.0,32606.992,32921.789,314.79699999999866
Kingsbrook MHC,Device 77042226,16131,7,0,7,-113.0,21366.801,21585.607,218.8060000000005
Kingsbrook MHC,Device 77055111,16131,7,0,7,-108.0,29853.375,30261.051,407.6759999999995
Kingsbrook MHC,Device 77041749,16131,3,0,0,-126.0,72952.805,73001.445,48.64000000001397
Kingsbrook MHC,Device 77060442,16131,7,0,7,-118.0,42947.762,43435.859,488.0969999999943
Kingsbrook MHC,Device 77056606,16185,8,0,7,-117.0,21852.508,22299.176,446.66799999999785
Kingsbrook MHC,Device 65826433,16185,7,0,7,-104.0,59508.023,61015.012,1506.9890000000014
Kingsbrook MHC,Device 77055244,16131,7,0,0,-110.0,43524.16,43524.16,0.0
Kingsbrook MHC,Device 77060095,16022,7,0,7,-115.0,17329.518,17519.406,189.887999999999
Kingsbrook MHC,Device 77058537,16131,7,0,4,-113.0,42739.77,43791.57,1051.800000000003
Kingsbrook MHC,Device 77055392,,0,0,,,,,
Kingsbrook MHC,Device 77028506,16185,7,0,6,-112.0,48823.211,49125.402,302.1909999999989
Kingsbrook MHC,Device 77055749,16131,7,0,7,-119.0,22112.834,22492.723,379.88900000000285
Kingsbrook MHC,Device 65824677,,0,0,,,,,
Kingsbrook MHC,Device 77058669,16131,7,0,7,-116.0,24365.629,24915.254,549.625
Kingsbrook MHC,Device 77057661,16022,7,0,7,-110.0,95942.508,97817.125,1874.6169999999984
Kingsbrook MHC,Device 77057240,16131,4,0,2,-126.0,19494.834,19890.064,395.22999999999956
Kingsbrook MHC,Device 77061416,16131,2,0,3,-123.0,12436.137,12440.09,3.95299999999952
Kingsbrook MHC,Device 65826425,16131,3,0,0,-123.0,6606.996,6739.383,132.38699999999972
Kingsbrook MHC,Device 77057950,16131,7,0,3,-117.0,11220.615,11327.78,107.16500000000087
Kingsbrook MHC,Device 77055772,16131,7,0,7,-117.0,14616.522,15258.792,642.2699999999986
Kingsbrook MHC,Device 65824750,16022,7,0,7,-108.0,19987.615,20607.211,619.5959999999977
Kingsbrook MHC,Device 65821996,16131,6,0,6,-112.0,28389.984,28867.404,477.41999999999825
Kingsbrook MHC,Device 65830237,16022,7,0,4,-113.0,42269.734,42284.445,14.711000000002969
Kingsbrook MHC,Device 65828785,16131,7,0,7,-109.0,9217.211,9646.422,429.21100000000115
Kingsbrook MHC,Device 65825310,16131,7,0,0,-101.0,536.819,536.819,0.0
Kingsbrook MHC,Device 65829023,16131,7,0,7,-113.0,6864.804,7150.46,285.65599999999995
Kingsbrook MHC,Device 65831045,16131,7,0,7,-112.0,17420.551,18243.479,822.9279999999999
Kingsbrook MHC,Device 65828496,16131,2,0,0,-122.0,4696.039,4708.664,12.625
Kingsbrook MHC,Device 65830435,16185,2,0,1,-118.0,529194.0,529194.25,0.25
Kingsbrook MHC,Device 65828074,16131,7,0,7,-111.0,28979.045,29213.443,234.39800000000105
Kingsbrook MHC,Device 65823976,,0,0,,,,,
Ponderosa MHC,Device 75363984,17037,6,1,3,-117.0,11083.39,11713.977,630.5870000000014
Ponderosa MHC,Device 75360063,17037,6,0,4,-117.0,2238.735,2452.064,213.32899999999972
Ponderosa MHC,Device 75373967,17037,7,0,7,-110.0,5154877.0,5155945.5,1068.5
Ponderosa MHC,Device 72719505,17037,7,0,7,-117.0,4689.702,4778.766,89.0639999999994
Ponderosa MHC,Device 72718341,17037,7,0,2,-106.0,20619.016,20619.354,0.33799999999973807
Ponderosa MHC,Device 72721659,17037,7,0,3,-118.0,8195.871,8980.731,784.8600000000006
Ponderosa MHC,Device 72716733,17037,8,1,7,-117.0,12824.878,14106.573,1281.6949999999997
Ponderosa MHC,Device 72385626,17037,7,0,7,-106.0,6192.904,6748.077,555.1729999999998
Ponderosa MHC,Device 72382649,17037,7,0,7,-101.0,53161.246,55386.867,2225.620999999999
Ponderosa MHC,Device 72385204,17037,7,0,7,-107.0,28422.201,28498.049,75.84799999999814
Ponderosa MHC,Device 72378183,17037,12,1,2,-109.0,15710.077,15710.0,-0.07699999999931606
Ponderosa MHC,Device 72385238,17037,7,0,7,-104.0,14542.09,14835.044,292.9539999999997
Ponderosa MHC,Device 70269541,17037,7,0,7,-106.0,18744.688,19843.783,1099.0950000000012
Ponderosa MHC,Device 72386921,17037,7,0,7,-98.0,8863.518,9794.977,931.4590000000007
Ponderosa MHC,Device 72386095,17037,7,0,7,-113.0,26040.855,26468.604,427.7489999999998
Ponderosa MHC,Device 72380767,17037,7,1,0,-128.0,14218.051,14636.581,418.53000000000065
Ponderosa MHC,Device 72392168,17037,7,0,7,-116.0,30683.854,31645.02,961.1660000000011
Ponderosa MHC,Device 70262819,,0,0,,,,,
Ponderosa MHC,Device 72390113,17037,7,0,7,-96.0,18762.982,19235.49,472.50800000000163
Ponderosa MHC,Device 72389016,17037,6,0,6,-110.0,37188.219,37658.098,469.8790000000008
Ponderosa MHC,Device 72388687,17037,9,0,4,-122.0,34568.484,38721.992,4153.508000000002
Ponderosa MHC,Device 72378605,17037,44,0,0,-117.0,48584.0,48584.0,0.0
Ponderosa MHC,Device 72388356,17037,11,0,0,-109.0,5408.0,5408.0,0.0
Ponderosa MHC,Device 70263619,17037,7,0,4,-111.0,9108.304,9529.478,421.17399999999907
Ponderosa MHC,Device 72378209,17037,4,0,0,-124.0,36233.621,37228.883,995.2620000000024
Ponderosa MHC,Device 72388125,17037,9,0,6,-103.0,26880.33,28303.758,1423.4279999999999
Ponderosa MHC,Device 70263882,17037,7,0,0,-111.0,97295.0,97295.0,0.0
Ponderosa MHC,Device 72384934,,0,0,,,,,
Ponderosa MHC,Device 72389933,17037,7,0,7,-109.0,15101.206,15211.723,110.51699999999983
Ponderosa MHC,Device 72392853,17037,9,0,0,-108.0,2026.0,2026.0,0.0
Ponderosa MHC,Device 72385501,17037,9,0,7,-105.0,43456.555,44539.305,1082.75
Ponderosa MHC,Device 72385543,17037,6,0,7,-107.0,18001.73,18152.969,151.2390000000014
Ponderosa MHC,Device 72384827,17037,8,0,0,-119.0,0.0,0.0,0.0
Ponderosa MHC,Device 72384785,17037,7,0,7,-105.0,39476.383,40583.441,1107.0579999999973
Ponderosa MHC,Device 72390238,17037,5,0,2,-124.0,4371.462,4479.057,107.59499999999935
Ponderosa MHC,Device 72390980,17037,7,0,7,-109.0,31073.082,32094.01,1020.9279999999999
Ponderosa MHC,Device 72385337,17037,8,0,0,-106.0,4933.0,4933.0,0.0
Ponderosa MHC,Device 72382896,17037,7,0,0,-118.0,78601.211,79777.828,1176.6169999999984
Ponderosa MHC,Device 72381005,17037,7,0,7,-105.0,24402.049,25859.572,1457.523000000001
Ponderosa MHC,Device 72380361,17037,8,0,0,-115.0,23711.0,23711.0,0.0
Ponderosa MHC,Device 72383175,17037,6,0,0,-123.0,46050.0,46050.0,0.0
Ponderosa MHC,Device 70269475,17037,7,0,7,-110.0,19490.271,20667.275,1177.0040000000008
Ponderosa MHC,Device 72378274,17037,5,0,0,-106.0,116744.875,116744.875,0.0
Ponderosa MHC,Device 70269616,17037,9,0,0,-112.0,96077.0,96077.0,0.0
Ponderosa MHC,Device 72382722,17037,9,0,7,-97.0,210208.109,213587.359,3379.25
Ponderosa MHC,Device 72390931,17037,11,0,7,-110.0,26606.586,28121.715,1515.1290000000008
Ponderosa MHC,Device 72380965,17037,8,0,0,-106.0,36328.0,36328.0,0.0
Ponderosa MHC,Device 72390352,17037,7,0,5,-103.0,17660.514,17662.162,1.6480000000010477
Ponderosa MHC,Device 72392721,17037,7,0,7,-102.0,20624.793,20937.051,312.257999999998
Ponderosa MHC,Device 72380908,17037,18,0,0,-107.0,50525.0,50525.0,0.0
Ponderosa MHC,Device 72389768,17037,2,0,0,-99.0,26944.0,26944.0,0.0
Ponderosa MHC,Device 72383456,17037,7,0,7,-111.0,4890.2,4978.539,88.33899999999994
Ponderosa MHC,Device 72389537,17037,7,0,5,-103.0,24514.709,24953.588,438.8790000000008
Ponderosa MHC,Device 72385972,17037,4,0,0,-120.0,26114.0,26114.0,0.0
Ponderosa MHC,Device 72388190,17037,7,0,7,-108.0,19337.57,19407.49,69.92000000000189
Ponderosa MHC,Device 72389404,17037,11,0,0,-121.0,9450.0,9450.0,0.0
Ponderosa MHC,Device 72389388,16185,3,1,0,-120.0,23693.287,23765.191,71.90399999999863
Ponderosa MHC,Device 65822721,17037,6,0,7,-113.0,8497.781,9225.237,727.4559999999983
Ponderosa MHC,Device 65830807,16185,3,0,0,-122.0,105498.0,105498.0,0.0
Ponderosa MHC,Device 65829684,17037,7,0,7,-102.0,60828.93,61817.48,988.5500000000029
The Oaks MHC,Device 75369247,16131,7,0,6,-101.0,44210.973,44414.379,203.40600000000268
The Oaks MHC,Device 75362929,16131,6,0,6,-111.0,456.186,514.781,58.59499999999997
The Oaks MHC,Device 79465512,16131,6,0,6,-107.0,8146.485,8500.201,353.71599999999944
The Oaks MHC,Device 72381658,16131,6,0,7,-108.0,11851.431,12595.283,743.851999999999
The Oaks MHC,Device 72389081,16131,6,0,7,-110.0,3462.632,3826.784,364.15200000000004
The Oaks MHC,Device 72391012,16131,6,0,5,-94.0,21238.857,22248.684,1009.8270000000011
The Oaks MHC,Device 70269228,16131,7,0,7,-99.0,5208.345,6010.394,802.049
The Oaks MHC,Device 72392358,16131,7,0,7,-99.0,17615.373,18179.637,564.2639999999992
The Oaks MHC,Device 70263700,16131,7,0,7,-88.0,1806.321,1897.84,91.519
The Oaks MHC,Device 70260078,16131,7,0,7,-101.0,20645.844,21534.424,888.5799999999981
The Oaks MHC,Device 70261118,16131,7,0,7,-103.0,14412.81,15090.854,678.0439999999999
The Oaks MHC,Device 70273295,16131,7,0,7,-94.0,5333.206,5661.972,328.7659999999996
The Oaks MHC,Device 70266216,16131,7,0,7,-95.0,30385.063,31316.35,931.2870000000003
The Oaks MHC,Device 70270150,16131,7,0,7,-92.0,6297.751,6857.314,559.5630000000001
The Oaks MHC,Device 70270143,16131,9,0,7,-100.0,16114.417,17762.984,1648.567000000001
The Oaks MHC,Device 70261928,16131,7,0,7,-96.0,7124.634,7864.408,739.7740000000003
The Oaks MHC,Device 77053868,16131,7,0,7,-107.0,37277.594,38353.203,1075.609000000004
The Oaks MHC,Device 77055145,16131,7,0,7,-101.0,2780.881,2861.738,80.85699999999997
The Oaks MHC,Device 77055277,16131,7,0,6,-101.0,7543.884,7898.611,354.72699999999986
The Oaks MHC,Device 77041913,16131,7,0,7,-101.0,2458311.25,2458874.75,563.5
The Oaks MHC,Device 77061036,16131,7,0,7,-92.0,11359.281,11811.271,451.9899999999998
The Oaks MHC,Device 77042234,16131,7,0,7,-88.0,7980.628,8318.213,337.58500000000004
The Oaks MHC,Device 77053835,16131,7,0,7,-104.0,20949.082,20986.693,37.611000000000786
The Oaks MHC,Device 77057596,16131,7,0,7,-97.0,17460.969,18420.393,959.4239999999991
