group,device,fwVer,sessions,completed,hung_est,days_with_records_of_7,rsrp_med
Grand Central MHP,,,0,0,0,,
East Barre MHP,Device 70259864,16185,7,6,0,6,-99.0
East Barre MHP,Device 70263494,362,9,13,0,7,-93.0
East Barre MHP,Device 70260490,362,9,8,0,2,-98.0
East Barre MHP,Device 72391632,362,11,13,0,4,-106.0
East Barre MHP,Device 70268691,16022,7,6,0,7,-93.0
East Barre MHP,Device 72392689,362,12,11,0,6,-97.0
Shady Lane MHP-Cust,Device 75362887,17037,8,7,0,3,-107.0
Shady Lane MHP-Cust,Device 75363901,17037,9,10,0,7,-120.0
Shady Lane MHP-Cust,Device 75368777,17037,33,34,0,3,-118.0
Shady Lane MHP-Cust,Device 75365898,17028,7,6,0,7,-107.0
Shady Lane MHP-Cust,Device 75368397,17028,7,6,0,7,-115.0
Shady Lane MHP-Cust,Device 75366953,17037,6,6,0,6,-106.0
Shady Lane MHP-Cust,Device 79466858,17028,8,7,0,7,-113.0
Shady Lane MHP-Cust,Device 79459895,17040,7,3,3,1,-118.0
Shady Lane MHP-Cust,Device 75365427,17028,7,6,0,7,-104.0
Shady Lane MHP-Cust,Device 75364586,17028,7,6,0,7,-117.0
Shady Lane MHP-Cust,Device 79466007,17037,7,7,0,4,-115.0
Shady Lane MHP-Cust,Device 75366029,17037,8,7,0,7,-113.0
Shady Lane MHP-Cust,Device 75368439,17028,7,7,0,7,-114.0
Shady Lane MHP-Cust,Device 79461768,17050,11,9,1,7,-109.0
Shady Lane MHP-Cust,Device 75363992,17028,7,6,0,6,-112.0
Shady Lane MHP-Cust,Device 75364883,17037,33,31,1,4,-119.0
Shady Lane MHP-Cust,Device 75365302,17028,6,5,0,3,-107.0
Shady Lane MHP-Cust,Device 79466304,17037,7,6,0,7,-110.0
Shady Lane MHP-Cust,Device 79466379,17028,9,8,0,7,-111.0
Shady Lane MHP-Cust,Device 75369486,17037,9,8,0,7,-109.0
Shady Lane MHP-Cust,Device 75369098,17037,6,6,0,6,-119.0
Shady Lane MHP-Cust,Device 79455422,17028,7,7,0,7,-115.0
Shady Lane MHP-Cust,Device 79454037,17040,9,9,0,7,-113.0
Shady Lane MHP-Cust,Device 75366011,17037,7,6,0,7,-110.0
Shady Lane MHP-Cust,Device 75367100,17037,9,8,0,7,-106.0
Shady Lane MHP-Cust,Device 79461115,17037,6,5,0,7,-117.0
Shady Lane MHP-Cust,Device 79466452,17028,38,38,0,7,-107.0
Shady Lane MHP-Cust,Device 75366938,17037,6,5,0,6,-110.0
Shady Lane MHP-Cust,Device 70268832,17028,6,6,0,7,-114.0
Shady Lane MHP-Cust,Device 70269798,17050,7,8,0,0,-100.0
Shady Lane MHP-Cust,Device 70267966,17028,17,16,0,7,-109.0
Shady Lane MHP-Cust,Device 65823489,17028,7,6,0,6,-93.0
Shady Lane MHP-Cust,Device 77054957,17028,7,6,0,7,-98.0
Shady Lane MHP-Cust,Device 77041962,17028,8,7,0,7,-111.0
Shady Lane MHP-Cust,Device 65824917,17028,7,6,0,4,-99.0
Shady Lane MHP-Cust,Device 65828520,17028,7,6,0,7,-108.0
River Hill MHC,Device 72378118,,0,0,0,,
Broadway MHP DesMoines,Device 79460208,17037,7,6,0,7,-113.0
Broadway MHP DesMoines,Device 75365534,17037,7,6,0,0,-116.0
Broadway MHP DesMoines,Device 75369593,17037,7,6,0,7,-96.0
Broadway MHP DesMoines,Device 79454870,17037,7,6,0,0,-114.0
Broadway MHP DesMoines,Device 75368181,17037,13,13,0,7,-107.0
Broadway MHP DesMoines,Device 79467070,17037,7,6,0,0,-111.0
Broadway MHP DesMoines,Device 79456115,17037,12,13,0,7,-112.0
Broadway MHP DesMoines,Device 79455356,17037,7,6,0,2,-118.0
Broadway MHP DesMoines,Device 79454599,17037,6,5,0,5,-112.0
Broadway MHP DesMoines,Device 75365088,17037,7,6,0,0,-110.0
Broadway MHP DesMoines,Device 79454383,,0,0,0,,
Broadway MHP DesMoines,Device 75367704,17040,8,8,0,0,-118.0
Broadway MHP DesMoines,Device 75368488,17037,6,5,0,6,-109.0
Broadway MHP DesMoines,Device 79460786,17037,6,7,0,0,-121.0
Broadway MHP DesMoines,Device 79458236,17037,15,14,0,7,-109.0
Broadway MHP DesMoines,Device 79467088,17037,7,6,0,0,-110.0
Broadway MHP DesMoines,Device 75362234,17037,6,6,0,3,-113.0
Broadway MHP DesMoines,Device 75361251,17037,19,20,0,7,-110.0
Broadway MHP DesMoines,Device 79454474,17037,7,6,0,7,-112.0
Broadway MHP DesMoines,Device 75371813,17037,7,6,0,3,-116.0
Broadway MHP DesMoines,Device 79458392,17037,7,6,0,6,-112.0
Broadway MHP DesMoines,Device 70262025,17040,11,8,2,0,-123.0
Broadway MHP DesMoines,Device 72379488,17037,5,6,0,2,-121.0
Broadway MHP DesMoines,Device 72382516,,0,0,0,,
Broadway MHP DesMoines,Device 72383142,17037,12,11,0,6,-110.0
Broadway MHP DesMoines,Device 72384900,17037,9,7,1,0,-121.0
Broadway MHP DesMoines,Device 72379884,17037,2,2,0,0,-101.0
Broadway MHP DesMoines,Device 72383191,17037,5,6,0,0,-122.0
Broadway MHP DesMoines,Device 2049914455,10693,2,1,0,0,-95.0
Broadway MHP DesMoines,Device 2049907004,,0,0,0,,
Broadway MHP DesMoines,Device 2041750923,,0,0,0,,
Broadway MHP DesMoines,Device 2041742920,,0,0,0,,
Kay Bee Mobile Villa MHP,Device 75371904,16131,14,13,0,7,-95.0
Kay Bee Mobile Villa MHP,Device 75360378,16131,7,6,0,7,-115.0
Kay Bee Mobile Villa MHP,Device 79463111,16131,6,6,0,6,-109.0
Kay Bee Mobile Villa MHP,Device 79463145,16131,7,6,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 79461065,16131,7,6,0,7,-110.0
Kay Bee Mobile Villa MHP,Device 79461289,16131,5,5,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 79462832,16185,7,6,0,6,-115.0
Kay Bee Mobile Villa MHP,Device 79460992,16185,7,6,0,7,-115.0
Kay Bee Mobile Villa MHP,Device 75360709,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 75361673,16165,6,6,0,1,-116.0
Kay Bee Mobile Villa MHP,Device 75368058,16131,6,5,0,6,-109.0
Kay Bee Mobile Villa MHP,Device 72723978,16131,7,6,0,7,-113.0
Kay Bee Mobile Villa MHP,Device 75373512,16131,7,6,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72719125,16185,8,8,0,7,-110.0
Kay Bee Mobile Villa MHP,Device 70271653,16131,5,5,0,6,-105.0
Kay Bee Mobile Villa MHP,Device 72720248,16131,7,6,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 70267461,16131,7,6,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 72715412,16131,7,6,0,7,-102.0
Kay Bee Mobile Villa MHP,Device 72717319,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72718127,16131,7,6,0,7,-109.0
Kay Bee Mobile Villa MHP,Device 72720529,16131,5,5,0,6,-101.0
Kay Bee Mobile Villa MHP,Device 72722004,16131,8,7,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72721279,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72719976,16131,8,7,0,7,-110.0
Kay Bee Mobile Villa MHP,Device 70272354,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72716907,16131,7,6,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72714399,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72716816,16131,7,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72720636,16131,7,6,0,6,-106.0
Kay Bee Mobile Villa MHP,Device 72714977,16131,10,9,0,7,-114.0
Kay Bee Mobile Villa MHP,Device 72722095,16131,7,6,0,7,-114.0
Kay Bee Mobile Villa MHP,Device 72719018,16131,5,5,0,7,-111.0
Kay Bee Mobile Villa MHP,Device 72715677,16131,9,8,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72722376,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 70271810,16131,8,7,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72722087,16131,7,6,0,7,-106.0
Kay Bee Mobile Villa MHP,Device 70272073,16131,7,6,0,7,-102.0
Kay Bee Mobile Villa MHP,Device 72721956,16131,7,6,0,6,-106.0
Kay Bee Mobile Villa MHP,Device 72721949,16131,7,6,0,7,-112.0
Kay Bee Mobile Villa MHP,Device 72722269,16185,6,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72714209,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72717046,16131,5,6,0,7,-113.0
Kay Bee Mobile Villa MHP,Device 72716899,16131,7,6,0,6,-112.0
Kay Bee Mobile Villa MHP,Device 72721139,16131,7,6,0,7,-109.0
Kay Bee Mobile Villa MHP,Device 72717640,16131,7,6,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 72724521,16131,7,6,0,7,-99.0
Kay Bee Mobile Villa MHP,Device 72719174,16185,5,5,0,7,-111.0
Kay Bee Mobile Villa MHP,Device 72716311,16131,7,6,0,7,-107.0
Kay Bee Mobile Villa MHP,Device 72720552,16131,5,6,0,5,-124.0
Kay Bee Mobile Villa MHP,Device 72719513,16131,6,5,0,6,-105.0
Kay Bee Mobile Villa MHP,Device 72718192,16131,6,6,0,7,-106.0
Kay Bee Mobile Villa MHP,Device 72721915,16131,7,7,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72719604,16131,7,6,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72715743,16131,6,6,0,1,-109.0
Kay Bee Mobile Villa MHP,Device 72719133,16131,7,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72722343,16131,7,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72723309,16131,7,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72719802,16131,2,1,0,3,-117.0
Kay Bee Mobile Villa MHP,Device 72724497,16131,7,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72714860,16131,7,6,0,6,-106.0
Kay Bee Mobile Villa MHP,Device 72720271,16131,3,2,0,3,-126.0
Kay Bee Mobile Villa MHP,Device 72719885,16131,6,6,0,7,-97.0
Kay Bee Mobile Villa MHP,Device 72714043,16131,4,6,0,5,-126.0
Kay Bee Mobile Villa MHP,Device 72715370,16131,7,6,0,7,-111.0
Kay Bee Mobile Villa MHP,Device 72718994,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72718481,16131,7,6,0,7,-109.0
Kay Bee Mobile Villa MHP,Device 72722061,16131,7,6,0,7,-102.0
Kay Bee Mobile Villa MHP,Device 72715859,16131,7,6,0,7,-111.0
Kay Bee Mobile Villa MHP,Device 72716030,16131,6,6,0,6,-109.0
Kay Bee Mobile Villa MHP,Device 72719927,16185,7,6,0,7,-113.0
Kay Bee Mobile Villa MHP,Device 72718457,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72717624,16131,7,6,0,7,-111.0
Kay Bee Mobile Villa MHP,Device 72720214,16131,7,6,0,7,-102.0
Kay Bee Mobile Villa MHP,Device 72722194,16131,7,6,0,1,-106.0
Kay Bee Mobile Villa MHP,Device 72723044,16131,7,6,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 72718259,16131,8,8,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 72722210,16131,7,6,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72723168,16165,7,6,0,7,-110.0
Kay Bee Mobile Villa MHP,Device 72716592,16131,7,6,0,7,-104.0
Kay Bee Mobile Villa MHP,Device 72720784,16131,10,9,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72714258,16131,7,7,0,6,-104.0
Kay Bee Mobile Villa MHP,Device 72721287,16131,7,6,0,7,-111.0
Kay Bee Mobile Villa MHP,Device 72714266,16131,12,11,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72715974,16131,7,6,0,7,-107.0
Kay Bee Mobile Villa MHP,Device 70265085,16185,7,6,0,6,-115.0
Kay Bee Mobile Villa MHP,Device 72717012,16131,7,6,0,7,-106.0
Kay Bee Mobile Villa MHP,Device 72719240,16131,7,6,0,7,-123.0
Kay Bee Mobile Villa MHP,Device 72720834,16131,7,6,0,7,-114.0
Kay Bee Mobile Villa MHP,Device 72718531,16131,12,11,0,7,-105.0
Kay Bee Mobile Villa MHP,Device 72720735,16131,7,6,0,7,-109.0
Kay Bee Mobile Villa MHP,Device 72721337,,0,0,0,,
Kay Bee Mobile Villa MHP,Device 72721584,16185,7,6,0,4,-108.0
Kay Bee Mobile Villa MHP,Device 72721444,16131,7,6,0,4,-119.0
Kay Bee Mobile Villa MHP,Device 72717665,16131,7,6,0,7,-106.0
Kay Bee Mobile Villa MHP,Device 72721865,17037,6,6,0,7,-106.0
Kay Bee Mobile Villa MHP,Device 72390881,16131,20,19,0,7,-103.0
Kay Bee Mobile Villa MHP,Device 72390105,16131,15,15,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72388323,16131,9,8,0,6,-106.0
Kay Bee Mobile Villa MHP,Device 72389057,16131,7,6,0,7,-108.0
Kay Bee Mobile Villa MHP,Device 72385725,16131,7,6,0,2,-111.0
Kay Bee Mobile Villa MHP,Device 72382953,16131,7,6,0,6,-108.0
Kay Bee Mobile Villa MHP,Device 72392838,16131,20,19,0,7,-109.0
Kay Bee Mobile Villa MHP,Device 72389883,16131,5,6,0,5,-106.0
Kay Bee Mobile Villa MHP,Device 72388505,16131,7,6,0,7,-107.0
Kay Bee Mobile Villa MHP,Device 72385923,16131,7,6,0,6,-110.0
Kay Bee Mobile Villa MHP,Device 70260599,16131,7,6,0,7,-111.0
Ft Lauderdale MHP,Device 2049778645,,0,0,0,,
Ft Lauderdale MHP,Device 2049848182,,0,0,0,,
Roosevelt MHC,Device 75361137,17040,18,18,0,7,-112.0
Roosevelt MHC,Device 75366961,16131,7,6,0,0,-102.0
Roosevelt MHC,Device 75367555,16131,7,6,0,7,-107.0
Roosevelt MHC,Device 75360352,16131,8,7,0,6,-110.0
Roosevelt MHC,Device 75367035,16131,7,6,0,0,-101.0
Roosevelt MHC,Device 75366573,16131,7,6,0,0,-113.0
Roosevelt MHC,Device 75369791,16131,7,6,0,0,-103.0
Roosevelt MHC,Device 75369163,16131,7,6,0,3,-106.0
Roosevelt MHC,Device 75365567,16131,7,6,0,7,-108.0
Roosevelt MHC,Device 79455570,16131,7,6,0,1,-113.0
Roosevelt MHC,Device 75366540,16131,7,6,0,3,-104.0
Roosevelt MHC,Device 75361202,16131,7,6,0,4,-102.0
Roosevelt MHC,Device 79462709,16131,7,6,0,0,-105.0
Roosevelt MHC,Device 75360196,16131,7,6,0,3,-104.0
Roosevelt MHC,Device 79461040,16131,7,6,0,4,-111.0
Roosevelt MHC,Device 75361434,16131,7,6,0,7,-104.0
Roosevelt MHC,Device 79461321,16131,7,6,0,0,-106.0
Roosevelt MHC,Device 75374643,16131,7,6,0,4,-117.0
Roosevelt MHC,Device 75365484,16131,7,6,0,7,-102.0
Roosevelt MHC,Device 72724232,16131,7,6,0,7,-92.0
Roosevelt MHC,Device 72723085,17037,9,8,0,1,-108.0
Roosevelt MHC,Device 72723929,16185,7,6,0,1,-96.0
Roosevelt MHC,Device 75360600,17037,7,6,0,0,-111.0
Roosevelt MHC,Device 75373538,16131,7,6,0,7,-109.0
Roosevelt MHC,Device 75372852,,0,0,0,,
Roosevelt MHC,Device 75371334,16185,7,6,0,2,-115.0
Roosevelt MHC,Device 75373983,16185,7,6,0,0,-109.0
Roosevelt MHC,Device 75360345,,0,0,0,,
Roosevelt MHC,Device 75374353,16185,7,6,0,7,-97.0
Roosevelt MHC,Device 75372886,16131,6,5,0,6,-101.0
Roosevelt MHC,Device 75371474,16131,7,6,0,3,-101.0
Roosevelt MHC,Device 75371235,16185,17,16,0,5,-110.0
Roosevelt MHC,Device 75372266,17037,7,6,0,4,-103.0
Roosevelt MHC,Device 75370278,16131,11,10,0,4,-107.0
Roosevelt MHC,Device 75360949,16131,7,6,0,6,-112.0
Roosevelt MHC,Device 72723952,16131,7,6,0,1,-98.0
Roosevelt MHC,Device 75371656,16185,7,6,0,1,-106.0
Roosevelt MHC,Device 75362135,16185,7,6,0,2,-103.0
Roosevelt MHC,Device 75374270,16185,7,6,0,0,-94.0
Roosevelt MHC,Device 75362093,16185,7,6,0,2,-102.0
Roosevelt MHC,Device 75370799,16022,7,6,0,0,-95.0
Roosevelt MHC,Device 72714761,,0,0,0,,
Roosevelt MHC,Device 75361632,16131,7,6,0,0,-95.0
Roosevelt MHC,Device 72714779,16022,7,6,0,3,-106.0
Roosevelt MHC,Device 75368074,16185,7,6,0,2,-100.0
Roosevelt MHC,Device 75361574,17037,7,6,0,0,-104.0
Roosevelt MHC,Device 75361996,17037,7,7,0,0,-96.0
Roosevelt MHC,Device 75367506,17037,2,2,0,2,-106.0
Roosevelt MHC,Device 75372449,16185,7,6,0,0,-98.0
Roosevelt MHC,Device 75362978,17040,8,8,0,0,-97.0
Roosevelt MHC,Device 75363372,16131,6,5,0,0,-97.0
Roosevelt MHC,Device 75373561,16185,7,6,0,0,-107.0
Roosevelt MHC,Device 75373751,16131,7,6,0,6,-102.0
Roosevelt MHC,Device 75363174,16185,7,6,0,6,-88.0
Roosevelt MHC,Device 75360105,16185,7,6,0,0,-99.0
Roosevelt MHC,Device 75361301,,0,0,0,,
Roosevelt MHC,Device 72719356,17037,7,6,0,3,-104.0
Roosevelt MHC,Device 75372233,16185,8,7,0,1,-102.0
Roosevelt MHC,Device 75364669,16131,7,6,0,0,-102.0
Roosevelt MHC,Device 75370146,17037,7,6,0,0,-93.0
Roosevelt MHC,Device 75370922,16131,7,6,0,1,-103.0
Roosevelt MHC,Device 75362408,16185,7,6,0,1,-106.0
Roosevelt MHC,Device 72723838,16131,12,11,0,7,-106.0
Roosevelt MHC,Device 75360121,,0,0,0,,
Roosevelt MHC,Device 75361954,16131,7,6,0,0,-107.0
Roosevelt MHC,Device 72723440,16131,7,6,0,0,-110.0
Roosevelt MHC,Device 75364479,16131,7,6,0,3,-102.0
Roosevelt MHC,Device 72720842,16185,7,6,0,0,-100.0
Roosevelt MHC,Device 75374288,16131,7,6,0,5,-99.0
Roosevelt MHC,Device 75370880,16185,7,6,0,2,-96.0
Roosevelt MHC,Device 75373629,16131,7,6,0,1,-85.0
Roosevelt MHC,Device 75371417,16131,7,6,0,0,-88.0
Roosevelt MHC,Device 72723499,,0,0,0,,
Roosevelt MHC,Device 75373835,16131,6,5,0,0,-96.0
Roosevelt MHC,Device 75360717,16131,7,6,0,0,-101.0
Roosevelt MHC,Device 75369528,16185,7,6,0,1,-108.0
Roosevelt MHC,Device 75371425,17040,7,9,0,0,-100.0
Roosevelt MHC,Device 75372951,16185,7,6,0,0,-91.0
Roosevelt MHC,Device 75367605,16131,7,6,0,0,-100.0
Roosevelt MHC,Device 75371789,17037,6,6,0,0,-104.0
Roosevelt MHC,Device 75374817,16185,7,6,0,0,-97.0
Roosevelt MHC,Device 75370948,16185,7,6,0,0,-99.0
Roosevelt MHC,Device 75362127,16185,7,6,0,3,-97.0
Roosevelt MHC,Device 75373991,16131,7,6,0,2,-104.0
Roosevelt MHC,Device 75374247,16185,7,6,0,2,-106.0
Roosevelt MHC,Device 75367712,16131,7,6,0,0,-91.0
Roosevelt MHC,Device 75373611,17040,2,2,0,0,-106.0
Roosevelt MHC,Device 75364677,16131,7,6,0,4,-99.0
Roosevelt MHC,Device 75372332,16185,7,6,0,0,-102.0
Roosevelt MHC,Device 75370476,16131,7,6,0,0,-89.0
Roosevelt MHC,Device 75371391,16185,7,6,0,0,-98.0
Roosevelt MHC,Device 75360485,16131,7,6,0,0,-120.0
Roosevelt MHC,Device 75370492,17040,8,7,0,6,-94.0
Roosevelt MHC,Device 75368603,16185,6,6,0,0,-103.0
Roosevelt MHC,Device 75366292,17037,7,6,0,1,-104.0
Roosevelt MHC,Device 75367696,17040,9,10,0,2,-109.0
Roosevelt MHC,Device 75362671,16185,6,45,0,2,-95.0
Roosevelt MHC,Device 75368579,16131,7,6,0,1,-99.0
Roosevelt MHC,Device 75371714,16131,7,6,0,4,-113.0
Roosevelt MHC,Device 75372118,16185,7,6,0,0,-102.0
Roosevelt MHC,Device 75372217,16185,7,6,0,1,-100.0
Roosevelt MHC,Device 75369049,16131,6,5,0,0,-107.0
Roosevelt MHC,Device 75368090,16185,7,6,0,1,-108.0
Roosevelt MHC,Device 72724018,17037,20,9,10,1,-107.0
Roosevelt MHC,Device 75360543,16185,6,6,0,4,-105.0
Roosevelt MHC,Device 75364628,16131,7,6,0,0,-96.0
Roosevelt MHC,Device 75364024,16185,7,6,0,0,-104.0
Roosevelt MHC,Device 72714910,16131,7,6,0,5,-103.0
Roosevelt MHC,Device 75374155,16185,7,6,0,2,-98.0
Roosevelt MHC,Device 75368710,16131,7,6,0,0,-110.0
Roosevelt MHC,Device 75362226,16131,7,6,0,0,-97.0
Roosevelt MHC,Device 75373918,16131,7,6,0,0,-87.0
Roosevelt MHC,Device 75374023,16131,6,5,0,1,-98.0
Roosevelt MHC,Device 75373520,16131,6,5,0,6,-101.0
Roosevelt MHC,Device 72723697,16131,7,6,0,7,-103.0
Roosevelt MHC,Device 75371342,16131,7,6,0,0,-99.0
Roosevelt MHC,Device 75360758,16131,7,6,0,1,-89.0
Roosevelt MHC,Device 75360527,16131,7,6,0,0,-98.0
Roosevelt MHC,Device 75371953,17037,7,6,0,2,-107.0
Roosevelt MHC,Device 75366706,16131,7,6,0,7,-99.0
Roosevelt MHC,Device 75373389,16131,7,6,0,0,-107.0
Roosevelt MHC,Device 75372985,16131,7,6,0,0,-101.0
Roosevelt MHC,Device 72715628,16131,7,6,0,0,-98.0
Roosevelt MHC,Device 72716204,16131,7,6,0,0,-90.0
Roosevelt MHC,Device 72385741,16131,8,7,0,7,-99.0
Roosevelt MHC,Device 72385147,16185,7,6,0,7,-107.0
Roosevelt MHC,Device 72388760,16131,6,6,0,1,-101.0
Roosevelt MHC,Device 72392846,16131,7,6,0,0,-105.0
Roosevelt MHC,Device 72378589,16131,6,6,0,0,-106.0
Roosevelt MHC,Device 72385980,16131,5,5,0,0,-93.0
Roosevelt MHC,Device 72378068,17037,7,6,0,0,-105.0
Roosevelt MHC,Device 72385212,16131,7,6,0,0,-104.0
Roosevelt MHC,Device 72390626,16131,8,7,0,7,-107.0
Roosevelt MHC,Device 72392630,16131,7,6,0,1,-93.0
Roosevelt MHC,Device 70269509,16131,7,6,0,0,-103.0
Roosevelt MHC,Device 72390345,16131,7,6,0,0,-105.0
Roosevelt MHC,Device 72388950,16131,7,6,0,2,-101.0
Roosevelt MHC,Device 72384405,16131,7,6,0,1,-96.0
Roosevelt MHC,Device 72389099,16131,7,6,0,0,-103.0
Roosevelt MHC,Device 72386798,16131,7,6,0,0,-112.0
Roosevelt MHC,Device 70259898,16131,6,6,0,0,-114.0
Roosevelt MHC,Device 70273238,17037,7,6,0,0,-100.0
Roosevelt MHC,Device 70271612,,0,0,0,,
Roosevelt MHC,Device 70261712,16185,7,6,0,0,-103.0
Roosevelt MHC,Device 70264443,,0,0,0,,
Roosevelt MHC,Device 70261217,16022,7,6,0,0,-95.0
Roosevelt MHC,Device 70260276,16131,7,6,0,2,-102.0
Roosevelt MHC,Device 70269988,,0,0,0,,
Roosevelt MHC,Device 70261894,16185,7,6,0,7,-115.0
Roosevelt MHC,Device 70268535,16185,7,6,0,3,-100.0
Roosevelt MHC,Device 70265101,16131,7,6,0,0,-114.0
Roosevelt MHC,Device 70266349,16185,7,6,0,0,-99.0
Roosevelt MHC,Device 70263650,16022,7,6,0,0,-109.0
Roosevelt MHC,Device 65829221,16131,7,6,0,7,-102.0
Roosevelt MHC,Device 2068586245,10671,3,2,0,5,-85.0
Roosevelt MHC,Device 2068607678,10671,0,0,0,,
Roosevelt MHC,Device 2068584737,10671,0,0,0,,
Roosevelt MHC,Device 2041739306,,0,0,0,,
Roosevelt MHC,Device 2042740709,10671,0,0,0,,
Roosevelt MHC,Device 2042730577,10706,0,0,0,,
Roosevelt MHC,Device 2041761573,10671,5,4,0,5,-115.0
Roosevelt MHC,Device 2041761037,10671,0,0,0,,
Roosevelt MHC,Device 2041742391,10706,2,1,0,2,-94.0
Roosevelt MHC,Device 2049924710,,0,0,0,,
Roosevelt MHC,Device 2042741079,10671,3,2,0,4,-111.0
Roosevelt MHC,Device 2041742961,,0,0,0,,
Roosevelt MHC,Device 2042821384,,0,0,0,,
Roosevelt MHC,Device 2041746681,,0,0,0,,
Roosevelt MHC,Device 2041750485,,0,0,0,,
Roosevelt MHC,Device 2041752622,10706,0,0,0,,
Roosevelt MHC,Device 2041749891,,0,0,0,,
Roosevelt MHC,Device 2041750345,,0,0,0,,
Roosevelt MHC,Device 2041750428,,0,0,0,,
Roosevelt MHC,Device 2041750436,,0,0,0,,
Roosevelt MHC,Device 2041750915,,0,0,0,,
Roosevelt MHC,Device 2041744355,,0,0,0,,
Roosevelt MHC,Device 2041743159,,0,0,0,,
Roosevelt MHC,Device 2041736856,10671,0,0,0,,
Roosevelt MHC,Device 2041737086,,0,0,0,,
Roosevelt MHC,Device 2041739181,,0,0,0,,
Roosevelt MHC,Device 2041747879,10671,2,1,0,5,-88.0
Roosevelt MHC,Device 2041741609,10671,2,1,0,3,-92.0
Roosevelt MHC,Device 2042816541,10671,0,0,0,,
Green Forest Estates MHC,2024120005000023,,0,0,0,,
Backcountry MHC,Device 79462915,17037,7,6,0,7,-108.0
Backcountry MHC,Device 79462816,15154,9,8,0,7,-106.0
Backcountry MHC,Device 79463483,16185,3,4,0,0,-124.0
Backcountry MHC,Device 79461172,15154,7,6,0,0,-97.0
Backcountry MHC,Device 79461396,16185,8,6,1,0,-122.0
Backcountry MHC,Device 79462568,16022,7,6,0,3,-120.0
Backcountry MHC,Device 65830039,16185,11,10,0,7,-115.0
Backcountry MHC,Device 2041742615,10706,6,5,0,7,-97.0
Backcountry MHC,Device 2042789243,10671,0,0,0,,
Backcountry MHC,Device 2041761714,10706,0,0,0,,
Backcountry MHC,Device 2041739827,10671,2,1,0,5,-110.0
Backcountry MHC,Device 2041742300,10671,2,1,0,4,-116.0
Backcountry MHC,Device 2042733357,10671,6,9,0,0,-108.0
Backcountry MHC,Device 2049961936,10706,4,3,0,6,-103.0
Kingsbrook MHP,2025080001020041,,0,0,0,,
Kingsbrook MHP,2025080001020040,,0,0,0,,
Oak Forest MHC,2025020005000012,,0,0,0,,
Oak Tree MHP,2024120005000019,,0,0,0,,
Sara Drive MHC-Nowi,2025020005000013,,0,0,0,,
Fair Lane MHC,Device 79463137,16131,7,6,0,7,-100.0
Fair Lane MHC,Device 79460885,15154,7,6,0,7,-98.0
Fair Lane MHC,Device 65828694,,0,0,0,,
Fair Lane MHC,Device 2041763868,,0,0,0,,
Sunset MHP,Device 65828561,,0,0,0,,
Sunset MHP,Device 65831227,,0,0,0,,
Sunset MHP,Device 65826946,,0,0,0,,
Sunset MHP,Device 65831565,,0,0,0,,
Sunset MHP,Device 65825765,,0,0,0,,
Sunset MHP,Device 65830955,,0,0,0,,
Sunset MHP,Device 65828454,,0,0,0,,
Sunset MHP,Device 65828058,,0,0,0,,
Sunset MHP,Device 65823240,,0,0,0,,
Sunset MHP,Device 65823398,,0,0,0,,
Sunset MHP,Device 65824453,,0,0,0,,
Sunset MHP,Device 65823661,,0,0,0,,
Sunset MHP,Device 65824131,,0,0,0,,
Sunset MHP,Device 65826383,,0,0,0,,
Sunset MHP,Device 65828744,,0,0,0,,
Sunset MHP,Device 65825831,,0,0,0,,
